size_usd,impact,api_price_impact,ts_utc,chain_id,market,pt_address,out_token,api_base,aggregator_enabled,spot_price_arg
804.23,0.0,-4.031961500477029e-05,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
419640.51208333333,1.3588270598380784e-06,-4.16783872772227e-05,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
838476.7941666667,3.701447438612028e-05,-7.733510035099224e-05,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
1257313.07625,0.00024029583027570495,-0.00028060825950557806,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
1676149.3583333334,0.0005023868255227581,-0.0005426886866885101,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
2094985.6404166669,0.000770042239297889,-0.000810333308030438,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
2513821.9225,0.0010379512489195467,-0.0010782315149929756,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
2932658.2045833333,0.0013064677896177427,-0.0013467372285355945,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
3351494.486666667,0.0015798939206499267,-0.0016201523344469488,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
3770330.76875,0.0018649993307026725,-0.0019052462484457468,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
4189167.0508333337,0.0021718055790562072,-0.0022120438727604966,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
4608003.332916667,0.0025163626010646692,-0.002556587000206073,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
5026839.615,0.0029286157086281977,-0.0029688234833026295,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
5445675.897083334,0.0034789208142479975,-0.0035191063973885077,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
5864512.179166666,0.004430923298576542,-0.004471070491385175,2026-07-20T07:51:14+00:00,1,0x177768caf9d0e036725a51d3f60d7e20f2d4d194,0x5a19fa369f2895dcd8d2cee62e4ceae58ef92bbb,0x9d39a5de30e57443bff2a8307a4256c8797a3497,https://api-v2.pendle.finance/core,false,0.80423
